state,year,pop_tot,pop_male_pcp,pop_white_pcp,pop_black_pcp,pop_hisp_pcp,empl_notinlabor_pcp,rentpct_median,rentpct_50plus_pcp,hmls_unshelt_pcp,hmls_shelt_pcp,shelter_beds_pcp,temp_degf,precip_in,illicit_pastmon_pcp,restriction,conservative,moderate,liberal,undecided,clusterpred
KS,2012,2885905,0.49711165128443247,0.7743934744906711,0.05801091858533112,0.10942009525608085,0.32647132140106694,27.9,0.19828405209222885,0.00011573492543933359,0.0008143026191090836,0.00106898875742618,36.1,0.07,0.04400699260717175,0,0.39,0.31,0.27,0.03,0
KS,2013,2893957,0.49775480423517005,0.7705484221085525,0.0581370075643833,0.11141285098569191,0.33253329530820563,28,0.19963385468475522,0.00010746531479216865,0.0008230944689226551,0.0010781086242815632,32.3,0.84,0.04872221667426296,0,0.39,0.31,0.27,0.03,0
KS,2014,2904021,0.49756699417807243,0.7672065732307032,0.059219957431437306,0.11327638470933922,0.3400030003544667,28.2,0.21010937229811516,0.0000857431816092239,0.0008725832216778047,0.0010977882046996218,29.6,0.24,0.06473782386559877,0,0.39,0.31,0.27,0.03,0
KS,2015,2911641,0.4977344391015239,0.7637133149313394,0.059110652721266116,0.1155090892043353,0.33655447229823426,27,0.18396714231364836,0.00010475192511714184,0.0007840939181719174,0.001023134376799887,32.1,0.37,0.10028708896460793,0,0.39,0.31,0.27,0.03,0
KS,2016,2907289,0.49835190103219873,0.7623879153396859,0.0572873904176709,0.11588424817759775,0.33659447033393186,27.4,0.18584307704421085,0.0000969975809078492,0.0006786391033020797,0.0008468370361529246,32,0.48,0.06569694309716027,0,0.39,0.31,0.27,0.03,0
KS,2017,2913123,0.49863085080856523,0.7588896864293063,0.05739785103478295,0.11860467271721792,0.3348103259062626,27.5,0.18606394707828006,0.00011842960286949779,0.000666638518181347,0.000863677915419294,33,1.56,0.06762501960953932,0,0.39,0.31,0.27,0.03,0
KS,2018,2911510,0.4979357790287514,0.7562199683325834,0.058780838808728114,0.11967776171127696,0.3366770693360529,28,0.20202196633358274,0.000122616786478494,0.0006385002970966955,0.0008926639441389519,29.9,0.39,0.07212752145793763,0,0.39,0.31,0.27,0.03,0
KS,2019,2913314,0.4964404798109644,0.7539472229907247,0.057404385521093844,0.12178707822088522,0.3312671539418515,26.4,0.18453333612738793,0.00016304456024994216,0.0006542377512345047,0.0008790676185265303,31.3,1.03,0.08238040938944446,0,0.39,0.31,0.27,0.03,0
KY,2011,4369356,0.4906318002012196,0.860776508025439,0.07982366280065072,0.030097799309555,0.40225852123966976,30.6,0.2345353449020945,0.00019476554439601626,0.0011862160007104021,0.0012333625367216587,30.2,2.16,0.05698780323690723,0,0.42,0.29,0.23,0.06,0
KY,2012,4380415,0.49194859391176404,0.8584351026101408,0.07866469272888528,0.030598698981717486,0.401691800320198,29.2,0.2206221843094394,0.0002079711625496671,0.000985979638915491,0.001038029501770951,38.7,3.8,0.05912681789282522,0,0.42,0.29,0.23,0.06,0
KY,2013,4395295,0.49213238246807095,0.8567167846526798,0.07966791762555187,0.032555493999833915,0.4042971865582327,28.3,0.20337758284425192,0.00017154707476972535,0.0010217744201469982,0.0010900292244320348,36.7,5.6,0.05983671175654876,0,0.42,0.29,0.23,0.06,0
KY,2014,4413457,0.49262018413230263,0.8539861156458531,0.07933486153824541,0.032892582843788896,0.4066844088498899,29.7,0.22253514822765483,0.00018828777531989095,0.0009647765912299587,0.0009656829102447356,26.8,2.34,0.06933340463042917,0,0.42,0.29,0.23,0.06,0
KY,2015,4425092,0.4914907983834008,0.8515348381457379,0.08038657727342166,0.033022364280787836,0.412236275568934,28.1,0.19806892016992117,0.0001676801295882662,0.0008578352721254157,0.0009235966167483071,32.2,1.97,0.10146681696109369,0,0.42,0.29,0.23,0.06,0
KY,2016,4436974,0.4912839245846381,0.8487207723101375,0.08252403552511238,0.03423955155022319,0.40901741558647986,27.9,0.1986634616904084,0.00015911745257015254,0.0007958126416787658,0.0008557634099275767,31.6,1.88,0.07212122496097566,0,0.42,0.29,0.23,0.06,0
KY,2017,4454189,0.49276085949653237,0.8463931368875456,0.08119031320853247,0.03483529773882518,0.40706751651585477,27.3,0.1899091578688927,0.00016321714233500195,0.0007404265961772165,0.0007947574743685102,40.9,4.25,0.07543460773667215,0,0.42,0.29,0.23,0.06,0
KY,2018,4468402,0.4921269393398356,0.8450571367571673,0.07939325960376886,0.03614401748096971,0.4072785573790318,27.6,0.1907877037225833,0.00019425288951173148,0.0006310980972616162,0.0006434067480947328,30,2.47,0.08481779392274912,0,0.42,0.29,0.23,0.06,0
KY,2019,4467673,0.49202459535422577,0.8422055508538785,0.08128773077170151,0.03760727340608858,0.41010518015986847,27,0.1903839086994807,0.00017436370119299242,0.0007386395557597882,0.0006824581834883618,35.1,4.73,0.09512782157512423,0,0.42,0.29,0.23,0.06,0
LA,2011,4574836,0.4887862646879582,0.5996763599831776,0.3212958890766795,0.04325094932364788,0.3892657322167559,33.5,0.273814357925984,0.0012866034979177395,0.0007442889756048086,0.0011088922094693668,46.9,4.75,0.0548653547362135,0,0.5,0.3,0.14,0.06,3
LA,2012,4601893,0.48868759008521057,0.5973081077721711,0.322310623041431,0.04511969313497728,0.3867282729396148,31.5,0.2439054601850548,0.0008616019538046626,0.0008272682567804162,0.001095418776577378,55.2,4.7,0.05649848877407623,0,0.5,0.3,0.14,0.06,0
LA,2013,4625470,0.4878345335717235,0.595289127375164,0.32275963307512534,0.047264386105628185,0.394546501846606,31.4,0.2527916313125216,0.00034050593777497205,0.0007893251928993162,0.0009977364462422198,52.5,10.93,0.06377730263086778,0,0.5,0.3,0.14,0.06,0
LA,2014,4649676,0.4886611454217455,0.5922075000494658,0.32307283346194443,0.04815152711715827,0.3997301292403573,31.8,0.23894970469849153,0.00023722083001052115,0.0007533858273135591,0.0009837244573600397,43.4,2.06,0.06968227463591012,0,0.5,0.3,0.14,0.06,0
LA,2015,4670724,0.4894956327969711,0.589839176966997,0.3216578414823912,0.04893845151201398,0.39934876047174067,32.3,0.24091557371989591,0.0002549925878728865,0.0006187477573070042,0.0008623930679697623,47.2,5.86,0.09142051639103488,0,0.5,0.3,0.14,0.06,0
LA,2016,4681666,0.48954367953630185,0.5883805038633683,0.3235504198719003,0.04937729432214942,0.4070643220981901,32.6,0.2519090671136466,0.000243716659838613,0.0006093984491845425,0.0007849769718728334,48.8,4.28,0.07283731902275814,0,0.5,0.3,0.14,0.06,0
LA,2017,4684333,0.4887985119759846,0.5847334081501038,0.32477174445113105,0.05200740425584603,0.41074522834765703,33,0.2439286883321706,0.0002081406253569078,0.0004974027252118925,0.0006754430139787244,56.8,6.63,0.07599801295082993,0,0.5,0.3,0.14,0.06,0
LA,2018,4659978,0.4885280574285973,0.5838598379649003,0.3239086107273468,0.051492517775834995,0.4112226880134765,33,0.24705850964488674,0.00022854185148513576,0.0004278990158322636,0.0005680284327522576,44.2,4.7,0.0791849231906245,0,0.5,0.3,0.14,0.06,0
LA,2019,4648794,0.4879119186610549,0.5824547183635154,0.32352842479146204,0.05382105552536851,0.4084821798166313,31.2,0.24402150065818343,0.00020951670476256854,0.0004231204910348791,0.0005825166699148209,49.9,5.71,0.07743943913195551,0,0.5,0.3,0.14,0.06,0
ME,2011,1328188,0.49019867669335965,0.9426316154038434,0.010238008474703882,0.013411504997786459,0.35296476233731083,32.2,0.25022762138767973,0.000021834258403177865,0.0018205254075477266,0.00210888819956211,15.9,1.89,0.08206669537746163,0,0.34,0.33,0.3,0.03,2
ME,2012,1329192,0.4895560611258569,0.9409385551523031,0.010242312623007059,0.013881365521309186,0.3607706306528194,30.9,0.23331377855155838,0.000024827113013018436,0.0017755147488098032,0.0020125008275704336,18.2,3.1,0.08576639040860914,0,0.34,0.33,0.3,0.03,0
ME,2013,1328302,0.48934203215834954,0.9391124909847309,0.010251433785389166,0.013876362453719109,0.37005867195062647,31.2,0.24616241151674223,0.0000466761323855569,0.0022238918559183076,0.0024414628601025974,15.8,1.42,0.09786930984068382,0,0.34,0.33,0.3,0.03,2
ME,2014,1330089,0.4869012524725789,0.936542592262623,0.012448039191362382,0.014915543245602361,0.3689854514971277,30.4,0.2484242431928574,0.00006992013316402135,0.0019795667808695508,0.002052494231589014,14.2,3.41,0.11653355527336892,0,0.34,0.33,0.3,0.03,2
ME,2015,1329328,0.4897436900448949,0.935812681294609,0.011129683569442606,0.015159539255924798,0.37761656191057713,29.7,0.21675256916996047,0.000044383327515857633,0.0017399768905793003,0.0019378212149296487,11.7,3.17,0.17076297196779125,0,0.34,0.33,0.3,0.03,0
ME,2016,1331479,0.48870616810328965,0.9340042163639081,0.014993101656128261,0.015557136087013014,0.37687097900174166,28.8,0.18577141175841225,0.00009012534181913496,0.0015929654166532104,0.0018655945756560937,20.1,2.5,0.12842861209226733,0,0.34,0.33,0.3,0.03,0
ME,2017,1335907,0.4901261839334624,0.9335155815487156,0.012255344122008493,0.016392608168083557,0.369568358689594,28,0.18214261109197383,0.00013473991827275402,0.0015719657131821301,0.0018391998844230924,21.5,3.83,0.14147691418639172,0,0.34,0.33,0.3,0.03,0
ME,2018,1338404,0.48993726856763725,0.9302131493928589,0.01416164327064175,0.016744570398773466,0.37070571547678666,29.3,0.2085311522967315,0.00007322153848912586,0.0018066293884357787,0.002042731492135409,15,4.78,0.15167318687033213,0,0.34,0.33,0.3,0.03,2
ME,2019,1344212,0.48826375601467625,0.928215936176734,0.016353819189235032,0.017160239605062296,0.3695664120946526,28.1,0.1682518385695208,0.00007067337592582123,0.0014960437788086999,0.0016768188351242216,14.1,5.25,0.1636646600387439,0,0.34,0.33,0.3,0.03,0
MD,2011,5828289,0.48388334895541385,0.5423653494190147,0.2961285893681662,0.0839877706819274,0.3105765755597991,31.9,0.2511641585493566,0.0006368936063396994,0.001114563811094474,0.0010781894995255039,29.6,2.38,0.06090981418388827,0,0.26,0.36,0.29,0.09,0
MD,2012,5884563,0.48419755213768634,0.5380625545176422,0.2924492438945764,0.08674356957347555,0.3123906370054461,30.3,0.23666031114427036,0.000596815770346923,0.0010097606228363942,0.0009803616683175965,37.4,2.27,0.060497270570473966,0,0.26,0.36,0.29,0.09,0
MD,2013,5928814,0.48494639906058784,0.5316577649425331,0.29600591281831407,0.08968893272752358,0.3141655520522304,30.8,0.24323201885279944,0.00032417950706498805,0.0010597397725750884,0.001016054812986206,36.3,3.45,0.07421383096180788,0,0.26,0.36,0.29,0.09,0
MD,2014,5976407,0.48457760657866844,0.5243372815807223,0.2969372735156759,0.09306243701274027,0.31944299887982414,30.8,0.23724837211820926,0.0002658788131397343,0.001048623361829273,0.0009955814588932781,27.8,2.65,0.08951866899292502,0,0.26,0.36,0.29,0.09,0
MD,2015,6006401,0.48487405353055846,0.5186187202619339,0.29471242429534755,0.09527552356227964,0.327346545240195,30.3,0.23184253985372924,0.00029901433487374555,0.0010978287996422484,0.00101158747143256,30.7,3.79,0.12603221130257536,0,0.26,0.36,0.29,0.09,0
MD,2016,6016447,0.4849661270181554,0.5140118412079422,0.29811498381021223,0.09752101198597778,0.3199757425171516,29.6,0.23567524682651622,0.0002539704912218125,0.0010240263065560123,0.001020203452303328,32.1,3,0.0962362005349669,0,0.26,0.36,0.29,0.09,0
MD,2017,6052177,0.485085284187822,0.506618692744776,0.29851621986600857,0.10123778600658903,0.3214852244131966,30,0.2325367459443718,0.0002868389341554287,0.0009105814321028615,0.000927930561184843,38.3,3.14,0.09897265066768536,0,0.26,0.36,0.29,0.09,0
MD,2018,6042718,0.4849390621902263,0.5022819201557974,0.299680541107495,0.1039987303726568,0.3233732059881103,29.9,0.23279273824232952,0.00029192161540551783,0.000890327829298008,0.000914985607470016,31,2.4,0.09664525135874287,0,0.26,0.36,0.29,0.09,0
MD,2019,6045680,0.4843149157745696,0.4982036760132855,0.30270523745881356,0.10638522052109936,0.3254806656104034,29.9,0.23323616739259057,0.00022296912836934803,0.0008622685950960024,0.0008771552579693269,34,3.26,0.10652234322689921,0,0.26,0.36,0.29,0.09,0
MA,2011,6587536,0.4839129531891742,0.7580731247616711,0.0684819027933965,0.09856067579744536,0.32368657912766496,30.8,0.2501647913824537,0.00010671668435663957,0.0024229089601939175,0.0022112972134042228,22.4,3.55,0.09821578204658009,0,0.23,0.35,0.36,0.06,2
MA,2012,6646144,0.48445429409895424,0.7528873885368719,0.07124838101612002,0.10139488401093928,0.3265797207358789,29.8,0.2450503444676738,0.00010863442019914103,0.0025246217957359935,0.002224146813550835,30.4,3.22,0.09268532249677407,0,0.23,0.35,0.36,0.06,2
MA,2013,6692824,0.4849632980039517,0.7463607290435248,0.07088592199645471,0.10513932534308387,0.32588144615863657,30.1,0.24273509705672508,0.00012700169614500545,0.00271619274614124,0.0022494241593683027,27.5,1.92,0.09831425419225129,0,0.23,0.35,0.36,0.06,2
MA,2014,6745408,0.48472664663130827,0.7379706312798276,0.07079290088901961,0.10823570642428153,0.3252447463011344,30.2,0.23324623801332783,0.00011252099205859749,0.0030358430505612113,0.0022935603005778153,23,3.43,0.11252099205859749,0,0.23,0.35,0.36,0.06,2
MA,2015,6794422,0.48530750665766714,0.7298042423623378,0.07349514057266388,0.11155444863448281,0.3288178426027238,30.6,0.2390770185245276,0.00008727747555274017,0.0030233623993328644,0.0026061083635959027,21.8,4.03,0.15571596818684502,0,0.23,0.35,0.36,0.06,2
