year	state	hmls_es	hmls_th	hmls_sh	hmls_unsh	es	th	sh	rrh	psh	oph
2016	IN	3164	1909	34	691	3918	2511	50	581	3631	118
2016	KS	1080	881	12	282	1433	1009	20	205	1293	12
2016	KY	2112	1419	0	706	2228	1569	0	512	3449	324
2016	LA	1444	1366	43	1141	1757	1868	50	1195	4990	13
2016	MA	15714	3093	41	760	13903	3433	46	3314	11385	3643
2016	MD	3647	2436	78	1528	3188	2865	85	1081	8146	332
2016	ME	1060	1049	12	120	1274	1195	15	79	2561	157
2016	MI	5394	2905	57	960	5549	3630	82	2294	9997	13763
2016	MN	3700	2752	0	889	3737	3134	0	2095	12256	561
2016	MO	3050	1890	38	1216	4117	2372	40	1272	5370	108
2016	MS	524	365	0	849	723	660	0	575	334	0
2016	MT	481	307	0	630	781	476	0	340	671	14
2016	NC	5215	2035	0	2309	6060	2581	0	2223	6239	259
2016	ND	535	172	0	216	744	236	0	71	575	158
2016	NE	1484	1169	0	101	1399	1334	0	600	1113	199
2016	NH	653	562	8	143	807	660	9	144	1097	0
2016	NJ	5514	1927	20	1434	4619	2488	20	1477	5916	536
2016	NM	1241	568	0	454	1087	793	0	508	2388	8
2016	NV	2328	1118	25	3927	2198	1354	25	521	2778	0
2016	NY	75595	7003	163	3591	76479	8052	199	2493	42167	659
2016	OH	6530	2647	89	1138	6628	3124	92	4463	16751	22
2016	OK	2425	638	24	1020	2914	823	25	227	1572	10
2016	OR	3138	2090	8	8002	3261	2520	10	2394	6492	122
2016	PA	7784	5689	191	1675	8630	6840	212	3266	13059	1115
2016	PR	343	921	57	3097	645	1278	77	73	1806	285
2016	RI	822	301	0	37	703	419	0	308	1452	344
2016	SC	1832	1517	12	1690	1755	1954	12	542	2178	124
2016	SD	616	271	0	185	813	344	0	33	618	0
2016	TN	3729	2037	7	3006	4319	2652	8	1394	5002	42
2016	TX	10448	5669	97	6908	13328	6863	106	3415	12725	2434
2016	UT	1984	587	0	236	1810	689	0	1012	2393	2
2016	VA	3900	1559	43	766	4013	1873	56	2625	4314	725
2016	VI	53	36	0	252	92	51	0	7	68	0
2016	VT	660	297	4	156	424	324	4	465	575	14
2016	WA	6752	5567	42	8466	7787	6795	45	7476	10383	2841
2016	WI	3044	2167	64	410	3614	2726	64	895	3087	271
2016	WV	963	278	11	135	1269	449	13	308	1353	155
2016	WY	297	194	0	366	511	301	0	8	208	6
2017	AK	1017	534	0	294	1130	698	0	66	939	101
2017	AL	1644	978	34	1137	2073	1334	37	637	3156	113
2017	AR	915	358	0	1194	1513	549	0	343	1123	38
2017	AZ	3841	1904	36	3166	3866	1978	36	1536	8625	1076
2017	CA	26854	15656	126	88896	24799	19537	137	11817	59836	4645
2017	CO	4135	2921	25	3859	3761	3285	25	1625	6027	267
2017	CT	2249	723	0	416	2248	846	0	820	6982	0
2017	DC	5363	1213	0	897	5888	1514	0	4480	6336	1751
2017	DE	564	372	0	58	575	568	0	216	671	101
2017	FL	10732	6266	113	15079	11493	8366	123	4945	17817	1539
2017	GA	3821	2830	0	3523	4593	3534	0	1379	8271	43
2017	GU	87	0	0	765	129	0	0	108	153	0
2017	HI	1341	2054	25	3800	1693	2534	25	1219	2126	0
2017	IA	1373	1279	0	104	1524	1742	0	629	1069	199
2017	ID	1003	395	0	639	1125	566	0	263	831	0
2017	IL	4160	4306	75	2257	4797	5299	81	1902	13593	570
2017	IN	3368	1457	44	569	3988	2104	50	929	3667	78
2017	KS	1277	659	6	345	1755	741	20	636	1518	0
2017	KY	2174	1122	2	727	2276	1262	2	717	3289	433
2017	LA	1326	967	37	975	1734	1385	45	1154	5107	13
2017	MA	14301	2196	77	991	13732	2797	85	5620	11397	4417
2017	MD	3557	1877	77	1736	3334	2197	85	1412	8458	427
2017	ME	993	1092	15	180	1217	1225	15	369	2500	24
2017	MI	5656	2326	46	1023	5710	2851	63	3126	10913	22218
2017	MN	3620	2940	0	1108	3766	3247	0	2396	10877	2180
2017	MO	3133	1719	33	1152	3858	2159	40	1059	6040	80
2017	MS	421	332	0	719	842	480	0	1181	361	0
2017	MT	748	237	0	544	946	344	0	511	967	14
2017	NC	4893	1618	0	2451	5881	2121	0	2415	6624	252
2017	ND	584	174	0	331	896	138	0	71	630	0
2017	NE	1608	773	0	120	1576	993	0	621	1105	280
2017	NH	764	509	9	174	807	567	9	228	1125	78
2017	NJ	5264	1836	22	1414	4766	2215	20	1438	6600	296
2017	NM	1254	432	0	796	1112	562	0	800	2634	0
2017	NV	2270	965	20	4578	1994	1312	25	698	3201	0
2017	NY	79149	5724	75	4555	81468	6276	92	5172	41577	517
2017	OH	6759	1967	60	1309	7069	2287	64	4131	16770	30
2017	OK	2385	677	22	1115	2829	824	25	345	1679	10
2017	OR	3767	2212	7	7967	4107	2531	10	3267	7232	145
2017	PA	7524	4646	170	1798	8248	5806	192	3891	13163	1170
2017	PR	396	591	26	2512	684	815	32	231	1838	280
2017	RI	807	304	0	69	726	343	0	328	1239	712
2017	SC	1619	783	13	1501	1898	1020	13	473	2497	162
2017	SD	590	182	0	171	966	390	0	182	459	0
2017	TN	3896	1642	6	2765	3959	2359	8	1293	4681	176
2017	TX	10545	4439	71	8493	13475	5785	84	4775	14376	2814
2017	UT	2165	409	0	278	2280	474	0	1132	2562	125
2017	VA	3861	1146	52	1008	4109	1462	57	2840	4188	912
2017	VI	39	35	0	307	83	49	0	29	69	0
2017	VT	843	245	3	134	649	308	4	703	609	0
2017	WA	7448	5030	43	8591	8428	5815	45	5906	11504	3026
2017	WI	3062	1543	82	340	3422	2012	91	1367	3265	460
2017	WV	920	190	11	188	1338	306	13	262	1239	330
2017	WY	321	189	0	363	361	337	0	25	285	0
2018	AK	1248	459	0	309	1398	542	0	215	948	71
2018	AL	1519	865	40	1010	2114	1040	34	309	3317	0
2018	AR	933	516	6	1257	1738	624	0	174	1148	8
2018	AZ	3615	2144	40	4066	4058	2588	37	2522	9255	1086
2018	CA	27475	12737	217	89543	27246	16004	298	17580	63163	5062
2018	CO	4158	2348	22	4329	4425	3082	25	1643	4840	304
2018	CT	2879	516	0	581	2835	582	0	968	7059	0
2018	DC	5095	1209	0	600	5268	1453	0	3570	7950	2009
2018	DE	702	282	5	93	629	488	5	155	850	92
2018	FL	12089	5419	129	13393	12424	6948	182	7097	18628	1925
2018	GA	3434	2466	0	3599	4117	3246	0	2319	8327	19
2018	GU	124	3	0	727	134	6	0	66	147	0
2018	HI	1528	1527	0	3475	1838	1726	35	1869	2540	0
2018	IA	1481	1004	23	241	1601	1401	24	794	1054	234
2018	ID	954	335	0	723	1033	380	0	423	905	0
2018	IL	6247	2381	73	1942	6939	3195	76	2159	14779	481
2018	IN	3370	1218	91	579	3823	1645	100	903	3631	96
2018	KS	1300	555	4	357	1698	881	20	795	1479	0
2018	KY	2340	480	0	868	2310	565	0	1069	3253	443
2018	LA	1163	795	36	1065	1508	1075	64	2176	5606	13
2018	MA	16855	2148	80	985	14796	2403	111	5156	11998	3948
2018	MD	3603	1700	77	1764	3470	1970	89	1262	7194	1911
2018	ME	1012	1391	15	98	1225	1494	15	298	2360	89
2018	MI	5499	1881	72	899	6012	2441	78	4099	9662	2777
2018	MN	3855	2251	16	1121	4002	2640	18	2560	10464	4287
2018	MO	3262	1369	38	1214	3730	1843	51	1472	5842	148
2018	MS	404	327	0	621	649	430	0	794	343	0
2018	MT	793	239	0	373	1039	337	0	654	883	14
2018	NC	5289	1529	0	2450	5965	1998	0	2392	6439	383
2018	ND	339	155	0	48	455	261	10	76	517	10
2018	NE	1736	541	0	144	1686	704	0	896	1240	273
2018	NH	812	476	8	154	819	521	9	307	1114	87
2018	NJ	5805	1951	19	1623	4624	2455	20	1695	6759	443
2018	NM	1368	387	0	796	1111	540	0	842	2545	124
2018	NV	2183	921	201	4239	1736	1082	215	700	3318	68
2018	NY	82370	5137	96	4294	82292	5676	95	4954	42183	668
2018	OH	7234	1608	92	1315	7265	1905	99	5352	17895	46
2018	OK	2077	586	17	1191	2646	668	25	513	1917	14
2018	OR	3757	1786	8	8925	4174	2235	10	3621	7426	190
2018	PA	7863	3625	280	1744	8096	4501	312	4824	12895	375
2018	PR	342	312	16	2512	455	478	22	213	1931	255
2018	RI	739	311	0	51	662	341	0	366	1244	658
2018	SC	1997	577	15	1344	2146	838	17	551	2052	237
2018	SD	707	167	0	285	990	100	0	373	519	25
2018	TN	3547	1470	11	2855	3786	1875	13	1075	4714	180
2018	TX	11307	3405	64	10534	13487	4410	109	5143	14432	2393
2018	UT	1946	510	0	420	2387	581	0	1409	2624	155
2018	VA	4232	810	18	915	4184	1079	40	3119	4375	849
2018	VI	137	42	0	307	154	51	0	11	73	0
2018	VT	1029	180	0	82	675	262	0	588	576	22
2018	WA	7652	3990	41	10621	9492	5474	50	4942	11899	3535
2018	WI	3139	1319	67	382	3190	1463	68	1598	3583	629
2018	WV	870	180	10	183	1292	287	14	387	1261	154
2018	WY	269	171	0	199	345	215	0	32	230	0
2019	AK	1218	416	0	273	1374	504	0	238	987	71
2019	AL	1503	538	29	1191	1937	730	34	208	3166	8
2019	AR	950	352	0	1415	1497	420	0	300	1191	0
2019	AZ	3437	1978	60	4532	3787	2713	68	2512	9238	315
2019	CA	30723	11853	270	108432	31028	14969	309	20441	65397	4695
2019	CO	4818	2578	35	2188	4796	3337	63	1137	4862	662
2019	CT	2116	456	5	456	2147	545	5	1020	7151	0
2019	DC	4679	1234	0	608	4651	1505	0	5904	7546	2307
2019	DE	606	220	0	95	577	437	0	131	904	100
2019	FL	10465	5213	174	12476	11595	6805	217	6161	18547	1993
2019	GA	4463	2100	0	3880	4702	2898	0	2809	8099	254
2019	GU	102	9	0	764	155	6	0	90	166	3
2019	HI	1587	1185	0	3640	1757	1320	44	1344	3209	60
2019	IA	1374	729	24	188	1549	945	24	804	1036	239
2019	ID	999	331	0	985	1076	390	0	378	909	0
2019	IL	5892	2347	71	1889	6913	2944	82	2486	14752	519
2019	IN	3598	1188	43	642	4255	1609	52	1120	3757	174
2019	KS	1377	529	0	475	1685	876	0	695	1506	0
2019	KY	2778	522	0	779	2397	652	0	1139	3228	236
2019	LA	1300	629	38	974	1791	862	55	1742	5668	0
2019	MA	15631	1942	69	829	15104	2282	86	4867	12582	4875
2019	MD	3643	1503	67	1348	3444	1770	89	1542	7368	1986
2019	ME	1105	891	15	95	1222	1017	15	331	2532	115
2019	MI	6040	1810	63	662	6264	2307	59	3254	11032	939
2019	MN	4277	2031	16	1653	3948	2390	18	2085	10973	4521
2019	MO	3847	1318	38	976	4031	1784	51	1519	5846	192
2019	MS	415	283	0	486	640	453	0	1171	662	98
2019	MT	755	257	0	345	965	354	0	583	934	0
2019	NC	5495	1551	0	2268	5994	1989	0	1673	5798	387
2019	ND	391	124	30	12	580	141	33	123	516	103
2019	NE	1534	698	23	110	1562	962	34	856	1285	256
2019	NH	822	420	5	149	837	479	9	213	1131	82
2019	NJ	5534	1827	19	1482	4677	2427	47	3030	6838	481
2019	NM	1616	366	0	1259	1950	515	0	809	2209	96
2019	NV	2408	935	19	3807	1938	1100	25	622	3232	31
2019	NY	82967	4978	99	4047	83571	5562	105	5012	44905	3209
2019	OH	7382	1344	112	1507	7431	1696	104	4957	17978	196
2019	OK	2176	523	8	1237	2600	613	8	755	1916	0
2019	OR	3748	1979	7	10142	4406	2731	10	4205	7714	352
2019	PA	8053	3221	295	1630	8457	3923	307	5423	12700	308
2019	PR	300	321	14	1900	430	403	22	289	1899	255
2019	RI	743	241	0	71	662	290	0	259	1518	467
2019	SC	1820	620	15	1717	2209	845	17	468	2071	284
2019	SD	681	80	0	234	939	135	0	323	602	25
2019	TN	3240	1618	11	2598	3306	2094	13	1311	4881	192
2019	TX	10950	3555	121	11222	13383	4776	112	5123	14069	2513
2019	UT	1971	419	0	408	2389	538	0	1208	3012	98
2019	VA	4179	711	34	859	4041	1014	37	2514	4637	935
2019	VI	26	56	0	232	34	44	0	12	64	0
2019	VT	841	134	0	114	630	223	0	465	554	79
2019	WA	8378	3599	43	9557	9622	4415	45	5111	11454	4241
2019	WI	3067	1123	53	295	3179	1281	54	1475	3585	783
2019	WV	1023	118	8	248	1310	190	13	611	1252	119
2019	WY	264	159	0	125	383	236	0	51	225	0
2021	AK	1360	437	0	152	1769	501	0	385	937	88
2021	AL	1095	504	27	930	1682	678	34	434	2819	42
2021	AR	1169	301	0	669	2238	377	0	519	763	0
2021	AZ	3822	1569	69	0	4292	2026	93	2761	8454	354
2021	CA	40662	10547	220	6039	45229	14800	553	25137	69864	11044
2021	CO	5673	2311	32	528	6221	2939	53	1727	5894	1768
2021	CT	1845	311	9	428	2093	478	15	1698	7371	0
2021	DC	3352	1075	3	681	4581	1671	20	7892	11243	5411
2021	DE	1342	237	0	0	537	404	0	290	640	54
2021	FL	9193	4027	173	7728	11592	5568	171	7522	17392	1716
2021	GA	3379	1853	0	254	4789	2868	0	2637	8188	131
2021	GU	185	14	0	0	258	11	0	56	197	3
2021	HI	1713	749	28	0	2281	977	54	1431	2463	70
2021	IA	1426	554	26	528	1674	855	28	1611	1073	208
2021	ID	707	310	0	872	1154	422	0	460	1021	0
2021	IL	4897	1970	66	1025	7035	2797	84	3955	13951	1121
2021	IN	3123	861	66	925	4185	1149	74	1453	4176	460
2021	KS	1001	591	8	203	1586	810	15	655	1334	309
2021	KY	1885	402	0	257	2483	707	0	1312	3339	537
2021	LA	1224	358	31	518	1450	575	51	2162	5789	62
2021	MA	12544	1300	100	1135	14964	1831	114	3670	10480	6322
2021	MD	3115	920	13	502	3966	1633	35	1575	7947	554
2021	ME	1082	966	15	0	1579	1083	15	276	2525	123
2021	MI	5142	1362	42	211	6481	1929	74	3614	9183	1187
2021	MN	4588	1873	0	314	5716	2374	0	2630	10809	5731
2021	MO	2714	1339	26	847	3762	1709	51	2123	5593	321
2021	MS	223	136	0	267	489	453	0	995	474	48
2021	MT	900	268	0	633	1262	454	0	326	901	0
2021	NC	4500	1106	6	1637	5655	1636	36	2875	6184	361
2021	ND	322	136	16	74	566	194	16	136	594	9
2021	NE	1331	422	23	159	1899	666	34	1071	1224	336
2021	NH	877	290	4	320	1230	508	9	346	1260	325
2021	NJ	6002	1434	7	819	3933	2007	10	2214	7291	803
2021	NM	1642	330	0	775	2142	749	0	1191	2598	116
2021	NV	2529	764	0	3797	2646	1056	0	1058	2851	76
2021	NY	71376	4612	63	2869	78086	5564	70	4355	47309	2858
2021	OH	6469	1228	65	153	6969	1865	87	6594	18542	201
2021	OK	1775	556	0	363	1924	662	0	960	1785	0
2021	OR	3615	1555	8	3870	3378	1918	19	4289	7966	73
2021	PA	6525	2586	253	975	8055	3489	298	5865	13177	429
2021	PR	183	244	12	0	282	365	12	320	1810	255
2021	RI	869	217	0	181	608	261	0	445	1308	711
2021	SC	1522	509	11	1165	1982	791	12	859	2176	474
2021	SD	718	99	0	0	1152	131	0	405	528	20
2021	TN	2513	926	4	3380	3868	1554	7	1468	4383	163
2021	TX	8720	2481	74	6020	14441	3747	132	8333	14691	2454
2021	UT	2023	387	0	1155	2130	587	0	1436	3276	64
2021	VA	4760	525	50	477	4863	769	53	3275	5275	1047
2021	VI	12	41	11	113	12	41	12	0	0	0
2021	VT	2500	91	0	0	653	192	0	981	471	131
2021	WA	8303	3143	65	0	10368	3862	84	6979	12159	4378
2021	WI	3183	762	51	241	3812	1021	54	1812	3661	778
2021	WV	709	108	6	315	1290	152	8	548	1137	130
2021	WY	338	67	0	0	586	205	0	75	233	0
2022	AK	1218	416	0	273	2615	473	0	374	1090	279
2022	AL	1503	538	29	1191	2034	646	34	597	2410	73
2022	AR	950	352	0	1415	1920	398	0	348	762	22
2022	AZ	3437	1978	60	4532	4272	1808	82	2613	8979	698
2022	CA	30723	11853	270	108432	52839	15134	634	29487	72086	18377
2022	CO	4818	2578	35	2188	6187	3044	63	2168	6600	2823
2022	CT	2116	456	5	456	1985	419	20	1700	7429	0
2022	DC	4679	1234	0	608	4795	1783	20	7193	14467	6498
2022	DE	606	220	0	95	985	441	0	300	628	45
2022	FL	10465	5213	174	12476	12561	5666	166	9061	17322	3654
2022	GA	4463	2100	0	3880	4641	2661	0	2976	8291	853
2022	GU	102	9	0	764	132	18	0	186	197	315
2022	HI	1587	1185	0	3640	2128	947	48	1612	2653	719
2022	IA	1374	729	24	188	1662	764	28	1340	1094	626
2022	ID	999	331	0	985	1370	471	0	538	930	215
2022	IL	5892	2347	71	1889	7582	2883	88	4282	13781	1330
2022	IN	3598	1188	43	642	4817	1159	25	1761	4201	1963
2022	KS	1377	529	0	475	1532	729	11	742	1366	474
2022	KY	2778	522	0	779	2605	735	0	2077	3494	1156
2022	LA	1300	629	38	974	5893	583	69	2207	5537	681
2022	MA	15631	1942	69	829	15604	2166	138	4263	10301	5918
2022	MD	3643	1503	67	1348	4515	1628	38	1744	7902	2297
2022	ME	1105	891	15	95	3621	1021	15	486	2563	312
2022	MI	6040	1810	63	662	6907	1837	77	3363	8648	1920
2022	MN	4277	2031	16	1653	5572	2307	0	2476	11262	7249
2022	MO	3847	1318	38	976	3852	1985	51	1603	5568	1336
2022	MS	415	283	0	486	525	222	0	1251	479	116
2022	MT	755	257	0	345	1514	479	0	402	902	4
2022	NC	5495	1551	0	2268	5358	1714	36	3885	6357	1885
2022	ND	391	124	30	12	719	132	24	135	533	12
2022	NE	1534	698	23	110	2022	748	0	1030	1235	389
2022	NH	822	420	5	149	1267	576	21	199	1169	631
2022	NJ	5534	1827	19	1482	4141	2190	0	2204	8355	1188
2022	NM	1616	366	0	1259	2144	501	0	1084	2551	57
2022	NV	2408	935	19	3807	3121	1122	0	1548	2726	81
2022	NY	82967	4978	99	4047	72118	5255	70	5461	47980	5042
2022	OH	7382	1344	112	1507	7483	1887	100	4703	18732	691
2022	OK	2176	523	8	1237	2625	637	48	1298	1841	68
2022	OR	3748	1979	7	10142	5162	2114	31	4256	8184	766
2022	PA	8053	3221	295	1630	8847	3280	303	6485	13078	590
2022	PR	300	321	14	1900	376	358	12	358	1886	255
2022	RI	743	241	0	71	647	205	0	432	1389	957
2022	SC	1820	620	15	1717	2205	795	12	856	1990	559
2022	SD	681	80	0	234	1088	145	0	411	482	20
2022	TN	3240	1618	11	2598	3876	1376	7	2936	3988	387
2022	TX	10950	3555	121	11222	15087	3897	141	10883	16497	5936
2022	UT	1971	419	0	408	2382	595	0	1322	3025	452
2022	VA	4179	711	34	859	4797	702	59	3076	5064	1190
2022	VI	26	56	0	232	12	60	11	0	0	0
2022	VT	841	134	0	114	749	198	0	971	464	236
2022	WA	8378	3599	43	9557	12933	4069	76	6426	13496	6866
2022	WI	3067	1123	53	295	3749	1062	54	1915	3939	1592
2022	WV	1023	118	8	248	1379	176	8	610	1128	295
2022	WY	264	159	0	125	693	146	0	222	274	0
